"SYS.STBR-NAME","PART#","PTS MK NAME","DESC","BASE-COST","NEW CORE PARTS","QOH","STAT","LAST SLS","LAST-RECV-DATE","SRC","BIN1","BIN2","COST","LIST","OLD PARTS NUMBER","CORE-QTY","GRP","ASSORTMENT-CLASS","STAT","UDF.EXT NEW CORE APP","NUMBER OF UNITS PER PKG","DIRTY CORE PARTS","BIN FOR DIRTY CORE"
"Honda of Concord","HP08R01-TLA-101","HONDA","VISOR, MOONROOF",104.50,0.00,1,"DP","07/06/24","11/04/23",7,"501B",,104.50,175.00,,0,08113,,"DP",0,1,0.00,"501B"
"Honda of Concord","HP08R04-3A0-100","HONDA","VISOR, DOOR",125.50,0.00,2,"AP","11/02/24","12/13/24",7,"562C",,125.50,210.00,,,08114,,"AP",0,1,0.00,"562C"
"Honda of Concord","HP08R04-PS2-100","HONDA","VISOR, DOOR",129.00,0.00,1,"AP","09/27/24","03/16/24",7,"503C",,129.00,215.00,,,08144,,"AP",0,1,0.00,"503C"
"Honda of Concord","HP08R04-T47-100A","HONDA","VISOR, DOOR",141.60,0.00,1,,"04/22/25","04/22/25",6,"501C",,141.60,236.00,,,08114,,,0,1,0.00,"501C"
"Honda of Concord","HP08R04-T90-100","HONDA","VISOR, DOOR",183.60,0.00,1,,"05/02/25","05/06/25",7,"561B",,183.60,306.00,,,08114,,,0,1,0.00,"561B"
"Honda of Concord","HP08R04-TG7-100A","HONDA","VISOR, DOOR",127.30,0.00,1,"AP","11/09/24","04/25/24",7,"501D",,127.30,213.00,,,08114,,"AP",0,1,0.00,"501D"
"Honda of Concord","HP08R04-THR-102","HONDA","VISOR, DOOR",137.70,0.00,1,,"04/23/25","04/23/25",7,"561B",,137.70,230.00,,,08114,,,0,1,0.00,"561B"
"Honda of Concord","HP08R04-TLA-101","HONDA","VISOR, DOOR",130.90,0.00,1,"AP","09/25/24","09/18/24",7,"501D",,130.90,212.00,,0,08114,,"AP",0,1,0.00,"501D"
"Honda of Concord","HP08U20-S9V-101","HONDA","ORGANIZER, CARGO",54.10,0.00,1,"AP","05/15/25","05/21/25",7,"560A",,54.10,90.00,"HPPREO-CRV-041",,08153,,"AP",0,1,0.00,"560A"
"Honda of Concord","HP08U35-3V0-110","HONDA","COVER, CARGO",73.50,0.00,2,,"06/03/25","06/04/25",7,"501C",,73.50,123.00,"HPPREO-HRV-039",,08150,,,0,1,0.00,"501C"
"Honda of Concord","HP08U35-T90-100A","HONDA","BARRIER, CARGO",293.80,0.00,1,,,"12/13/24",6,"504C",,293.80,490.00,,,08150,,,0,1,0.00,"504C"
"Honda of Concord","HP08U35-TG7-111","HONDA","COVER *NH900L*",189.20,0.00,1,"NS","02/21/25","01/04/25",6,"563A",,189.20,316.00,"HP08U35-TG7-110",,08150,,"NS",0,1,0.00,"563A"
"Honda of Concord","HP08U35-TGS-110","HONDA","COVER, CARGO",153.00,0.00,1,,"05/06/25","05/06/25",7,"558A",,153.00,255.00,"HPPREO-PAS-048",,08165,,,0,1,0.00,"558A"
"Honda of Concord","HP08U45-30A-100","HONDA","TRAY, TRUNK",94.90,0.00,9,,"06/11/25","06/12/25",7,"755B",,94.90,159.00,,,08165,,,0,1,0.00,"755B"
"Honda of Concord","HP08U45-3A0-100","HONDA","TRAY, CARGO",79.60,0.00,6,,"06/16/25","06/13/25",7,"753C",,79.60,133.00,,,08165,,,0,1,0.00,"753C"
"Honda of Concord","HP08U45-3A0-100A","HONDA","TRAY, CARGO",79.60,0.00,7,,"06/16/25","06/13/25",7,"757B",,79.60,133.00,,,08165,,,0,1,0.00,"757B"
"Honda of Concord","HP08U45-3BM-100","HONDA","TRAY, CARGO",81.00,0.00,7,,"06/14/25","06/13/25",7,"754B",,81.00,135.00,"HPPREO-PSS-010",,08999,,,0,1,0.00,"754B"
"Honda of Concord","HP08U45-3V0-100","HONDA","TRAY, CARGO",70.40,0.00,15,,"06/12/25","06/14/25",7,"756B",,70.40,118.00,,,08165,,,0,1,0.00,"756B"
"Honda of Concord","HP08U45-PS2-100","HONDA","TRAY, CARGO",78.00,0.00,2,,"05/29/25","05/09/25",7,"750B",,78.00,130.00,,,08165,,,0,1,0.00,"750B"
"Honda of Concord","HP08U45-T20-100","HONDA","TRAY, CARGO",78.00,0.00,6,,"06/16/25","06/12/25",7,"750C",,78.00,130.00,,,08165,,,0,1,0.00,"750C"
"Honda of Concord","HP08U45-T47-100","HONDA","TRAY, CARGO",74.10,0.00,2,,"06/10/25","10/25/24",7,"404A",,74.10,124.00,,,08151,,,0,1,0.00,"404A"
"Honda of Concord","HP08U45-T47-100B","HONDA","TRAY",78.00,0.00,3,,"06/10/25","06/10/25",7,"751B",,78.00,130.00,,,08999,,,0,1,0.00,"751B"
"Honda of Concord","HP08U45-T60-100","HONDA","TRAY, CARGO",79.60,0.00,2,,"06/03/25","06/04/25",7,"752B",,79.60,133.00,,,08165,,,0,1,0.00,"752B"
"Honda of Concord","HP08U45-T6Z-100","HONDA","TRAY, CARGO",31.30,0.00,2,"AP","02/13/25","01/18/24",7,"406A",,31.30,53.00,,,08165,,"AP",0,1,0.00,"406A"
"Honda of Concord","HP08U45-T6Z-100A","HONDA","TRAY, IN-BED CARGO",36.80,0.00,1,"AP","10/11/23","09/07/23",7,"406A",,36.80,62.00,,,08165,,"AP",0,1,0.00,"406A"
"Honda of Concord","HP08U45-T6Z-100B","HONDA","TRAY, IN-BED CARGO",36.80,0.00,12,"DP","05/29/25","03/18/25",7,"751C",,36.80,62.00,,,08165,,"DP",0,1,0.00,"751C"
"Honda of Concord","HP08U45-T6Z-100C","HONDA","TRAY, RR.",30.60,0.00,8,,"06/10/25","03/20/25",7,"752B",,30.60,51.00,,,08165,,,0,1,0.00,"752B"
"Honda of Concord","HP08U45-T90-100","HONDA","TRAY, CARGO",79.60,0.00,8,,"06/13/25","06/13/25",7,"751C",,79.60,133.00,,,08165,,,0,1,0.00,"751C"
"Honda of Concord","HP08U45-T95-100","HONDA","TRAY, CARGO",55.10,0.00,2,"AP",,"08/02/24",7,"405A",,55.10,92.00,,,08165,,"AP",0,1,0.00,"405A"
"Honda of Concord","HP08U45-TG7-100B","HONDA","TRAY, CARGO",79.60,0.00,3,"AP","01/13/25","12/23/22",7,403,,79.60,133.00,,,08165,,"AP",0,1,0.00,403
"Honda of Concord","HP08U45-TGS-100","HONDA","TRAY, CARGO",79.60,0.00,2,"AP","02/10/25","03/15/24",7,403,,79.60,133.00,,,08165,,"AP",0,1,0.00,403
"Honda of Concord","HP08U45-TGS-100B","HONDA","TRAY, CARGO",79.60,0.00,2,,"03/05/25","02/15/25",7,"405A",,79.60,133.00,,,08165,,,0,1,0.00,"405A"
"Honda of Concord","HP08U45-THR-100A","HONDA","TRAY, CARGO DEEP",77.90,0.00,4,,"06/05/25","05/31/25",7,"753C",,77.90,131.00,"HPPREO-ODY-034",,08165,,,0,1,0.00,"753C"
"Honda of Concord","HP08U45-THR-100B","HONDA","TRAY, CARGO",68.10,0.00,1,,"06/05/25","06/06/25",7,"405B",,68.10,115.00,"HPPREO-ODY-035",,08165,,,0,1,0.00,"405B"
"Honda of Concord","HP08U45-TLA-100","HONDA","TRAY, CARGO",76.80,0.00,8,"AP","07/12/24","11/19/22",7,"405B",,76.80,131.00,,,08165,,"AP",0,1,0.00,"405B"
"Honda of Concord","HP08U45-TVA-101","HONDA","TRAY, TRUNK",93.40,0.00,1,"AP","05/18/24","06/17/23",7,"405C",,93.40,161.00,,0,08165,,"AP",0,1,0.00,"405C"
"Honda of Concord","HP08U57-3A0-100","HONDA","RR. USB CHARGER",94.90,0.00,1,"AP","01/16/24","01/17/24",7,"562D",,94.90,159.00,,,08999,,"AP",0,1,0.00,"562D"
"Honda of Concord","HP08U57-TVA-110B","HONDA","USB CHARGER *NH900L*",82.70,0.00,1,"NS",,"07/02/24",7,117,,82.70,138.00,,,08999,,"NS",0,1,0.00,117
"Honda of Concord","HP08U58-30A-110B","HONDA","CHARGER, WIRELESS",210.00,0.00,1,"AP","02/04/25","08/30/24",6,107,,210.00,350.00,,,08999,,"AP",0,1,0.00,107
"Honda of Concord","HP08U58-THR-100C","HONDA","PAD UNIT",171.90,0.00,1,"NS","06/10/25","06/13/25",7,107,,171.90,285.00,,,39999,,"NS",0,1,0.00,107
"Honda of Concord","HP08U58-THR-110B","HONDA","ATTACHMENT, WIRELESS",25.70,0.00,1,"NS","06/10/25","06/13/25",6,136,,25.70,41.00,,,08109,,"NS",0,1,0.00,136
"Honda of Concord","HP08U59-3A0-100","HONDA","ADAPTER",122.40,0.00,1,"AP","04/11/25","12/13/24",7,"501C",,122.40,204.00,,,08135,,"AP",0,1,0.00,"501C"
"Honda of Concord","HP08U59-THR-101A","HONDA","ATTACHMENT",67.00,0.00,2,"AP","04/14/25","12/12/23",7,107,,67.00,114.00,,,08135,,"AP",0,1,0.00,107
"Honda of Concord","HP08U97-3A0-120B","HONDA","WHEEL, STEERING",281.60,0.00,1,"NS",,"05/01/25",7,"SPORD",,281.60,470.00,"HPPREO-CV3-052",,08717,,"NS",0,1,0.00,"SPORD"
"Honda of Concord","HP08V03-30A-100","HONDA","ATTACHMENT",36.80,0.00,1,,"05/22/25","05/13/25",7,"560C",,36.80,62.00,"HPPREO-AC3-050",,08154,,,0,1,0.00,"560C"
"Honda of Concord","HP08V03-3A0-100","HONDA","MIRROR",150.00,0.00,1,,"05/22/25","05/23/25",7,536,,150.00,250.00,"HPPREO-CV3-003",,08154,,,0,1,0.00,536
"Honda of Concord","HP08V67-3A0-100B","HONDA","KIT, P/SENSOR ATT H",183.60,0.00,1,"AP","09/26/23","09/26/23",7,107,,183.60,306.00,"HPPREO-CV3-053",,08135,,"AP",0,1,0.00,107
"Honda of Concord","HP08W18-3A0-100A","HONDA","WHEEL (18)",275.40,0.00,2,,"11/16/24","11/15/24",7,"511C",,275.40,459.00,,,08180,,,0,1,0.00,"511C"
"Honda of Concord","HP08W19-PS2-100","HONDA","WHEEL, ALLOY (19)",285.00,0.00,4,"AP",,"03/16/24",7,"512C",,285.00,475.00,,,08180,,"AP",0,1,0.00,"512C"
"Honda of Concord","HP08W20-T90-100B","HONDA","WHEEL (20)",321.30,0.00,1,,"02/12/25","05/01/25",7,"511C",,321.30,536.00,,,08999,,,0,1,0.00,"511C"
"Honda of Concord","HP08W20-TGS-100A","HONDA","WHEEL, ALLOY (20)",305.40,0.00,1,"AP","01/16/24","02/03/24",7,"511C",,305.40,509.00,,,08180,,"AP",0,1,0.00,"511C"
"Honda of Concord","HP08W42-PL4-100","HONDA","LUG NUT SET, WHEEL",116.30,0.00,1,,"06/12/25","04/15/25",7,"563B",,116.30,194.00,"HPPREO-HRV-043",,08180,,,0,1,0.00,"563B"
"Honda of Concord","HP08W42-S2A-101","HONDA","LOCK SET, WHEEL",58.00,0.00,9,,"06/13/25","06/11/25",7,"749B",,58.00,94.00,"HP08W42-S2A-102",0,08180,,,0,1,0.00,"749B"
"Honda of Concord","HP08W42-SCV-103","HONDA","LOCK SET (CHROME)",36.80,0.00,53,,"06/16/25","06/14/25",7,"749B",,36.80,65.00,"HP08W42-SCV-102",0,08999,,,0,1,0.00,"749B"
"Honda of Concord","HP08W42-SNA-101","HONDA","LOCK SET, WHEEL",36.80,0.00,128,"RBH","03/25/25","11/07/24",7,"406D",,36.80,65.00,"HP08181-SF0A1AH",0,08180,,"RBH",0,1,0.00,"406D"
"Honda of Concord","HP08W42-TG7-100","HONDA","LUG NUT SET, WHEEL",31.30,0.00,11,"AP","02/19/24","10/24/23",7,107,,31.30,53.00,"HPPREO-PAS-059",,08180,,"AP",0,1,0.00,107
"Honda of Concord","HP08W42-TG7-101A","HONDA","LOCK SET (14MM)",59.80,0.00,20,,"06/11/25","06/12/25",7,"749B",,59.80,100.00,,,08180,,,0,1,0.00,"749B"
"Honda of Concord","HP08W42-TGG-101","HONDA","LUG NUT SET, WHEEL",31.30,0.00,1,,"04/19/25","01/30/25",7,107,,31.30,53.00,,,08181,,,0,1,0.00,107
"Honda of Concord","HP08W42-TK4-101","HONDA","LOCK SET (CHROME)",59.80,0.00,80,,"06/10/25","06/13/25",7,"749B",,59.80,100.00,,0,08180,,,0,1,0.00,"749B"
"Honda of Concord","HP08W48-PL4-100B","HONDA","CAPS, VALVE STEM",14.10,0.00,3,"NS","10/11/24","06/11/24",7,"201A",,14.10,24.00,,,08181,,"NS",0,1,0.00,"201A"
"Honda of Concord","HP08Z07-3A0-110","HONDA","COVER, CARGO",110.20,0.00,1,,"06/14/25","05/07/25",7,"562D",,110.20,184.00,,,08164,,,0,1,0.00,"562D"
"Honda of Concord","HP08Z07-PS2-110","HONDA","COVER, CARGO",117.00,0.00,2,"AP",,"03/16/24",7,"562D",,117.00,195.00,,,08164,,"AP",0,1,0.00,"562D"
"Honda of Concord","HP08Z07-T6Z-100R3","HONDA","CAP, TAIL HINGE SET",15.40,0.00,2,"AP",,"11/02/24",6,"201D",,15.40,26.00,,,08164,,"AP",0,1,0.00,"201D"
"Honda of Concord","HP08Z07-T6Z-100W","HONDA","TONNEAU CVR KIT",16.60,0.00,3,"AP","01/21/25","02/16/24",8,194,,16.60,28.00,,,08164,,"AP",0,1,0.00,194
"Honda of Concord","HP08Z07-T6Z-101F","HONDA","BED COVER",719.10,0.00,1,,"05/30/25","05/31/25",7,"504D",,719.10,"1,199.00",,0,08164,,,0,1,0.00,"504D"
"Honda of Concord","HP08Z15-PR8-100","HONDA","E-SCOOTER",796.00,0.00,5,,"05/14/25","06/07/25",7,"503E",,796.00,995.00,"HP08Z15-PR8-101",,08999,,,0,1,0.00,"503E"
"Honda of Concord","HP08Z15-PR8-100R24","HONDA","DISPLAY KIT",75.50,0.00,1,"NS",,"07/02/24",7,"190A",,75.50,125.83,,,08999,,"NS",0,1,0.00,"190A"
"Honda of Concord","HP100010","HONDA","OIL FILTER",7.99,0.00,5,,"06/09/25","05/24/25",22,196,,7.99,13.99,,0,,,,0,1,0.00,196
"Honda of Concord","HP100050","HONDA",,7.64,0.00,3,,"06/05/25","06/06/25",22,197,,7.64,17.76,,,,,,0,1,0.00,197
"Honda of Concord","HP100078","HONDA","OIL FILTER",9.59,0.00,1,"AP","03/31/25",,6,"SPORD",,9.59,19.99,,,,,"AP",0,1,0.00,"SPORD"
"Honda of Concord","HP100164","HONDA","OIL FILTER",7.99,0.00,6,,"05/13/25","12/19/24",22,197,,7.99,13.99,,0,,,,0,1,0.00,197
"Honda of Concord","HP100255","HONDA","OIL FILTER",7.99,0.00,16,,"06/13/25","06/06/25",22,197,,7.99,13.99,,0,,,,0,1,0.00,197
"Honda of Concord","HP100290","HONDA","OIL FILTER",7.99,0.00,9,,"06/06/25","05/24/25",22,197,,7.99,13.99,,0,,,,0,1,0.00,197
"Honda of Concord","HP100332","HONDA","OIL FILTER",7.82,0.00,1,,"06/14/25","06/11/25",22,197,,7.82,16.49,,,,,,0,1,0.00,197
"Honda of Concord","HP100351","HONDA","OIL FILTER",7.99,0.00,5,,"06/09/25","04/14/25",22,197,,7.99,15.99,,,,,,0,1,0.00,197
"Honda of Concord","HP100396","HONDA","OIL FILTER",10.99,0.00,5,,"03/12/25","03/21/25",22,197,,10.99,13.99,,0,,,,0,1,0.00,197
"Honda of Concord","HP100412","HONDA","OIL FILTER",8.33,0.00,3,,"05/24/25","05/30/25",22,197,,8.33,14.99,,,,,,0,1,0.00,197
"Honda of Concord","HP100514","HONDA","OIL FILTER",12.70,0.00,3,,"06/12/25","06/14/25",22,197,,12.70,20.27,,,,,,0,1,0.00,197
"Honda of Concord","HP11107-PWA-300","HONDA","WASHER (24MM)",1.89,0.00,33,,"06/16/25","04/25/25",6,"228D",,1.89,3.15,"HP90441-PK4-000",0,90400,,,0,10,0.00,"228D"
"Honda of Concord","HP11251-P2A-014","HONDA","GASKET, OIL PAN",51.35,0.00,1,,"04/30/25","09/28/24",8,"196A",,51.35,85.58,"HP11251-P2F-A01",,11251,,,0,1,0.00,"196A"
"Honda of Concord","HP11547341","HONDA","RETAINER, FR. GRILLE",5.59,0.00,3,,"05/13/25","09/21/24",4,"196E",,5.59,9.32,,,91740,,,0,1,0.00,"196E"
"Honda of Concord","HP11547581","HONDA","RETANR, FR. S/D MLDG",6.69,0.00,8,,"03/26/25","02/27/25",3,"196E",,6.69,11.15,,,90650,,,0,1,0.00,"196E"
"Honda of Concord","HP11548270","HONDA","BOLT, FR. BMPR BAR",5.59,0.00,2,,"01/31/25","09/21/24",4,"196F",,5.59,9.32,,,90001,,,0,1,0.00,"196F"
"Honda of Concord","HP11570654","HONDA","NUT",5.10,0.00,4,,"12/04/24","10/22/24",4,"228C",,5.10,8.50,,,90200,,,0,1,0.00,"228C"
"Honda of Concord","HP11588743","HONDA","BOLT, MOT MOUNT",4.48,0.00,10,,,"04/26/25",6,"229C",,4.48,7.47,,,90001,,,0,1,0.00,"229C"
"Honda of Concord","HP11811-PLC-000","HONDA","COVER, TIMING BELT",24.76,0.00,1,,"12/13/24","12/10/24",8,109,,24.76,41.27,,,11810,,,0,1,0.00,109
"Honda of Concord","HP11813-RCA-A00","HONDA","GASKET A (LOWER)",9.64,0.00,1,"AP",,"09/05/24",6,"190F",,9.64,16.07,,,91810,,"AP",0,1,0.00,"190F"
"Honda of Concord","HP11814-P8A-A00","HONDA","GASKET B (LOWER)",13.58,0.00,1,"AP","02/08/24","01/20/24",6,"196A",,13.58,22.63,,,91810,,"AP",0,1,0.00,"196A"
"Honda of Concord","HP11832-RCA-A00","HONDA","GASKET, RR. (UPPER)",6.42,0.00,1,"AP","02/08/24","01/20/24",6,109,,6.42,10.70,,,91810,,"AP",0,1,0.00,109
"Honda of Concord","HP11862-RCA-A00","HONDA","GASKET, FR. BLT BCK",2.84,0.00,1,"AP","02/08/24","01/31/24",6,"196A",,2.84,4.73,,,90440,,"AP",0,1,0.00,"196A"
"Honda of Concord","HP11872-RCA-A00","HONDA","GASKET, RR. BLT BCK",3.61,0.00,1,"AP","02/08/24","01/20/24",6,"196A",,3.61,6.02,,,91810,,"AP",0,1,0.00,"196A"
"Honda of Concord","HP12030-5A2-A01","HONDA","GASKET SET",50.78,0.00,8,,"05/19/25","05/13/25",4,"190D",,50.78,84.63,,,12341,,,0,1,0.00,"190D"
"Honda of Concord","HP12030-R70-A00","HONDA","GASKET SET",120.47,0.00,1,,"03/18/25","03/19/25",5,"190B",,120.47,200.78,,,12341,,,0,1,0.00,"190B"
"Honda of Concord","HP12030-RYE-A01","HONDA","GASKET SET",54.68,0.00,2,"AP","02/18/25","02/18/25",6,"190B",,54.68,91.13,"HP12030-RGL-A01",,12341,,"AP",0,1,0.00,"190B"
"Honda of Concord","HP12040-PCX-305","HONDA","GASKET SET",52.45,0.00,1,,"06/02/25","06/03/25",5,"190D",,52.45,87.42,,,12341,,,0,1,0.00,"190D"
"Honda of Concord","HP12050-R70-A00","HONDA","GASKET SET, RR.",89.78,0.00,3,,"04/24/25","05/01/25",4,"190D",,89.78,149.63,,,12341,,,0,1,0.00,"190D"
"Honda of Concord","HP12210-PZ1-004","HONDA","SEAL A, VALVE STEM",2.68,0.00,42,"AP","01/11/24","01/12/24",8,"190B",,2.68,4.87,"HP12210-PJ7-003",,12209,,"AP",0,10,0.00,"190B"
"Honda of Concord","HP12211-PZ1-004","HONDA","SEAL B, VALVE STEM",2.68,0.00,2,"AP","01/05/24","01/09/24",6,"229B",,2.68,4.87,"HP12211-P45-G01",,12209,,"AP",0,10,0.00,"229B"
"Honda of Concord","HP12230-P8A-A00","HONDA","COVER ASSY., FR.",8.58,0.00,1,,"06/02/25","03/19/25",5,"190D",,8.58,14.30,,,91710,,,0,1,0.00,"190D"
"Honda of Concord","HP12251-5A2-A01","HONDA","GASKET, CYL HD",58.90,0.00,1,,"06/12/25","06/10/25",6,109,,58.90,98.17,,,12251,,,0,1,0.00,109
"Honda of Concord","HP12251-6A0-A01","HONDA","GASKET, CYL HD",23.41,0.00,1,,"05/27/25","05/28/25",5,109,,23.41,39.02,,,12251,,,0,1,0.00,109
"Honda of Concord","HP12251-R70-A01","HONDA","GASKET, FR. CYL HD",40.12,0.00,1,,"03/20/25","03/21/25",8,109,,40.12,66.87,,,12251,,,0,1,0.00,109
"Honda of Concord","HP12251-RAA-A01","HONDA","GASKET, CYL HD",84.12,0.00,1,"AP","05/08/24","05/02/24",6,109,,84.12,140.20,,,12251,,"AP",0,1,0.00,109
"Honda of Concord","HP12251-RAA-A02","HONDA","GASKET, CYL HD",69.69,0.00,1,"AP","11/01/23","10/12/23",6,109,,69.69,116.15,,,12251,,"AP",0,1,0.00,109
"Honda of Concord","HP12261-R70-A01","HONDA","GASKET, RR. CYL HD",39.38,0.00,3,,"05/01/25","05/01/25",4,109,,39.38,65.63,,,12251,,,0,1,0.00,109
"Honda of Concord","HP12290-59B-003","HONDA","S/PLG (ILZKAR8H8S)",19.22,0.00,15,,"05/30/25","05/31/25",12,"227C",,19.22,32.04,,,98070,,,0,1,0.00,"227C"
"Honda of Concord","HP12290-5A2-A02","HONDA","SPARK PLUG",13.26,0.00,30,,"06/14/25","06/13/25",12,"227A",,13.26,22.10,,0,98070,,,0,1,0.00,"227A"
"Honda of Concord","HP12290-5PA-A01","HONDA","S/PLG (ILZKAR8J8SY)",21.70,0.00,25,,"06/16/25","06/14/25",12,"227B",,21.70,36.17,,,98070,,,0,1,0.00,"227B"
"Honda of Concord","HP12290-5R0-003","HONDA","S/PLG (DILZKAR7C11S)",26.23,0.00,5,,"06/02/25","06/03/25",12,"227B",,26.23,43.72,,,98070,,,0,1,0.00,"227B"
"Honda of Concord","HP12290-6A0-A01","HONDA","S/PLG (DILKAR8P8SY)",26.18,0.00,37,,"06/07/25","06/10/25",12,"227C",,26.18,43.63,,,98070,,,0,1,0.00,"227C"
"Honda of Concord","HP12290-6C1-A01","HONDA","S/PLG (DILZKAR7D11S)",37.17,0.00,15,,"04/09/25","06/05/25",4,"227B",,37.17,55.28,,,98070,,,0,1,0.00,"227B"
"Honda of Concord","HP12290-6MA-J01","HONDA","S/PLG (DILZKAR7G11Y)",21.70,0.00,4,,"03/29/25","04/01/25",6,"227B",,21.70,36.17,,,98070,,,0,1,0.00,"227B"
"Honda of Concord","HP12290-R40-A01","HONDA","S/PLG (ILZKR7B-11S)",19.17,0.00,9,,"02/17/25","09/06/24",12,"227A",,19.17,31.94,,,98070,,,0,1,0.00,"227A"
"Honda of Concord","HP12290-R40-A02","HONDA","S/PLG (SXU22HCR11S)",19.17,0.00,16,,"05/30/25","05/16/25",12,"227A",,19.17,31.94,,,98070,,,0,1,0.00,"227A"
"Honda of Concord","HP12290-R41-L01","HONDA","S/PLG (DILZKR7B11GS)",26.18,0.00,13,,"06/12/25","05/23/25",12,"190C",,26.18,43.64,,,98070,,,0,1,0.00,"190C"
"Honda of Concord","HP12290-R70-A01","HONDA","S/PLG (ILZKR7B11)",19.13,0.00,28,,"06/12/25","06/10/25",12,"227A",,19.13,31.88,,,98070,,,0,10,0.00,"227A"
"Honda of Concord","HP12290-R71-L01","HONDA","S/PLG (DILZKR7A11G)",18.39,0.00,36,,"06/14/25","06/06/25",12,"227C",,18.39,30.65,,,98070,,,0,1,0.00,"227C"
"Honda of Concord","HP12290-R9P-A01","HONDA","S/PLG (DILZKR7B11G)",33.17,0.00,32,,"06/14/25","06/11/25",12,"227C",,33.17,55.28,,,98070,,,0,1,0.00,"227C"
"Honda of Concord","HP12290-RB1-003","HONDA","S/PLG (IZFR6K13)",16.74,0.00,8,,"04/22/25","02/27/25",12,"190C",,16.74,27.89,,0,98070,,,0,1,0.00,"190C"
"Honda of Concord","HP12290-RDF-A01","HONDA","S/PLG (DILKAR7H11GS)",26.20,0.00,27,,"06/03/25","06/04/25",12,"227C",,26.20,43.67,,,98070,,,0,1,0.00,"227C"
"Honda of Concord","HP12290-RN0-A01","HONDA","S/PLG (DILZKR7A11DS)",23.78,0.00,6,"AP",,"09/26/24",6,"195A",,23.78,39.63,,,98070,,"AP",0,1,0.00,"195A"
"Honda of Concord","HP12290-RW0-003","HONDA","S/PLG (DILFR6J11)",26.29,0.00,12,"AP","08/26/24","04/19/25",5,"227D",,26.29,43.81,,,98070,,"AP",0,1,0.00,"227D"
"Honda of Concord","HP12310-6A0-A01","HONDA","COVER, CYLINDER HEAD",97.69,0.00,1,,"02/06/25","06/13/25",6,"563B",,97.69,162.82,"HP12310-5AA-A01",,12300,,,0,1,0.00,"563B"
"Honda of Concord","HP12310-RCA-A03","HONDA","COVER, FR. CYL HD",383.38,0.00,1,"NS","02/18/25","02/18/25",6,"563B",,383.38,638.97,"HP12310-RCA-A00",,12300,,"NS",0,1,0.00,"563B"
"Honda of Concord","HP12310-RDF-A01","HONDA","COVER, CYLINDER HEAD",150.24,0.00,2,,"05/08/25","05/29/25",4,"502A",,150.24,250.40,"HP12310-5A2-A01",,12300,,,0,1,0.00,"502A"
"Honda of Concord","HP12320-5G0-A00","HONDA","COVER, RR. CYL HD",165.39,0.00,1,,"02/28/25","02/28/25",6,"SPORD",,165.39,275.65,,,12300,,,0,1,0.00,"SPORD"
"Honda of Concord","HP12320-R70-A00","HONDA","COVER, RR. CYL HD",240.07,0.00,1,,"01/30/25","03/15/25",8,118,,240.07,400.12,,,12300,,,0,1,0.00,118
"Honda of Concord","HP12341-59B-013","HONDA","GASKET, HEAD COVER",13.63,0.00,8,,"06/04/25","05/31/25",2,"196B",,13.63,22.72,,,12341,,,0,1,0.00,"196B"
"Honda of Concord","HP12341-5A2-A01","HONDA","GASKET, HEAD COVER",10.93,0.00,25,,"06/16/25","06/16/25",1,"190C",,10.93,18.22,,,12341,,,0,1,0.00,"190C"
"Honda of Concord","HP12341-5G0-A00","HONDA","GSKT, FR. HEAD COVER",11.42,0.00,6,,"06/16/25","06/14/25",2,"196C",,11.42,19.03,,,12341,,,0,1,0.00,"196C"
"Honda of Concord","HP12341-5R0-003","HONDA","GASKET, HEAD COVER",13.17,0.00,3,,"03/04/25","03/11/25",5,"196B",,13.17,21.95,,,12341,,,0,1,0.00,"196B"
"Honda of Concord","HP12341-5R1-003","HONDA","GASKET, HEAD COVER",11.87,0.00,1,,"05/03/25","05/06/25",8,"190C",,11.87,19.78,,,12341,,,0,1,0.00,"190C"
"Honda of Concord","HP12341-6C1-A01","HONDA","GASKET, CYL HD CVR",12.82,0.00,1,,"04/26/25","04/29/25",5,"190D",,12.82,21.37,,,12341,,,0,1,0.00,"190D"
"Honda of Concord","HP12341-6MA-J01","HONDA","GASKET A, HEAD COVER",9.34,0.00,1,,"04/28/25","05/03/25",5,"196A",,9.34,15.57,,,12341,,,0,1,0.00,"196A"
"Honda of Concord","HP12341-P0A-000","HONDA","GASKET, CYL HD CVR",19.41,0.00,1,,"02/10/25","01/30/25",5,"196A",,19.41,32.35,,,12341,,,0,1,0.00,"196A"
"Honda of Concord","HP12341-P8A-A00","HONDA","GASKET, HEAD COVER",11.51,0.00,4,,"04/08/25","04/02/25",5,"196B",,11.51,19.18,,,12341,,,0,1,0.00,"196B"
"Honda of Concord","HP12341-PLC-000","HONDA","GASKET, CYL HD CVR",11.66,0.00,1,,"03/13/25","03/15/25",5,"196B",,11.66,19.43,,,12341,,,0,1,0.00,"196B"
"Honda of Concord","HP12341-R40-A00","HONDA","GASKET, HEAD COVER",16.81,0.00,5,,"06/13/25","06/14/25",2,"196C",,16.81,28.02,,,12341,,,0,1,0.00,"196C"
"Honda of Concord","HP12341-R70-A00","HONDA","GSKT, FR. HEAD COVER",18.71,0.00,5,,"06/10/25","06/07/25",2,"196C",,18.71,31.18,,,12341,,,0,1,0.00,"196C"
