SYS.STBR-NAME,MAKE,DTL-6,DTL-CAT,TRANS-DATE,DOROTHY HILL,TRANS #,PART #,DESC,Ideal Components,TRANS-TYPE,TRANS-QTY,Central Supply,SALE,SRC-CAT,USER-ID,INV-NO,BIN1-DR,ADV-NO,CTRMN,CUST-NO,CUST-PO,PART-NO
Delta Dealer,HP, ,  AY     P,06/16/25,11:27,573-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143825NISAAC,FAKE_76,CTR,140746,143825,566629,,HP94109-14000
Delta Dealer,HP, ,  Z      P,06/16/25,13:16,573-87604,83250-3T0-A21ZA,Fast Parts Co,SP,SLS,1,66.39,110.65,6,144285BRIVER,FAKE_71,SPORD,301595,144285,100,,HP83250-3T0-A21ZA
Delta Dealer,HP,,,06/16/25,13:17,574-11966,205-584-75-01,LABEL,IO,SLS,1,18.75,27.99,6,141328DMILLE,FAKE_46,,140490,296430,347793,,HP205-584-75-01
Delta Dealer,HP,,,06/16/25,10:25,574-32789,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,18927THELMS,FAKE_74,SPORD,455515,103226,233673,,HP08718-0004-50
Delta Dealer,HP,,,06/16/25,07:55,574-34173,WLKEY,RICHARD ROBINSON,,SLS,1,11.95,31.40,39,144626IMUNOZ,463631,194C,,577572,467811,,HPWLKEY
Delta Dealer,HP, ,  AY     P,06/16/25,08:35,574-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,143702WBLACK,FAKE_77,CTR,129968,143702,472058,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:24,574-47960,5NN-807-217-GRU,SPOILER,IO,SLS,1,269.68,300.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-807-217-GRU
Delta Dealer,HP,,,06/16/25,11:27,574-58705,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143825NISAAC,FAKE_76,BULK,140746,143825,566629,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,574-87604,76630-3A0-A01,"BLADE, WSW (475MM)",,SLS,1,19.55,32.69,12,144285BRIVER,FAKE_71,204,301595,144285,100,,HP76630-3A0-A01
Delta Dealer,HP,,,06/16/25,13:17,575-11966,205-584-75-01,LABEL,IO,PUR,1,18.75,0.00,6,141328DMILLE,FAKE_46,,140490,296430,,,HP205-584-75-01
Delta Dealer,PK,,,06/16/25,10:27,575-32789,EPS,,,SLS,1,0.00,0.00,,18927THELMS,FAKE_79,,278,103226,597236,,PKEPS
Delta Dealer,HP, ,  Z      P,06/16/25,08:24,575-34173,74606-TR3-A00,Elite Components,,ADD,0,25.76,,6,144626IMUNOZ,,SPORD,,,,,HP74606-TR3-A00
Delta Dealer,HP,,,06/16/25,08:35,575-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,143702WBLACK,FAKE_77,BULK,129968,143702,472058,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:24,575-47960,5NN-807-217-GRU,SPOILER,IO,PUR,1,269.68,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-807-217-GRU
Delta Dealer,HP, ,  AY     P,06/16/25,11:55,575-58705,35118-T20-305,"KEY, EMERGENCY",,SLS,1,22.56,43.36,12,143825NISAAC,FAKE_57,193A,455515,143825,589233,,HP35118-T20-305
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,575-87604,76620-3A0-A01,"BLADE, WSW (600MM)",,SLS,1,25.69,42.93,12,144285BRIVER,FAKE_71,204,301595,144285,100,,HP76620-3A0-A01
Delta Dealer,HP,,,06/16/25,13:25,576-11966,11602522,CLIP,IO,SLS,8,6.64,9.62,6,141328DMILLE,FAKE_80,,117027,254459,477714,,HP11602522
Delta Dealer,HP, ,  AY     P,06/16/25,10:27,576-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",,SLS,1,5.56,9.61,1,18927THELMS,FAKE_79,161,278,103226,597236,,HP06531-T20-305
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,576-34173,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,11.93,12,144626IMUNOZ,FAKE_81,301,145747,577572,12050,,HP15400-PLM-A02
Delta Dealer,HP, ,  Z      P,06/16/25,08:40,576-35191,08200-9017,ATF-TYPE 3.1,,SLS,4,18.32,33.06,9,143702WBLACK,FAKE_82,307,141866,143702,115474,,HP08200-9017
Delta Dealer,HP,,,06/16/25,09:24,576-47960,5NN-853-671-D-9B9,GRILLE,IO,SLS,1,81.54,90.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-853-671-D-9B9
Delta Dealer,HP, ,  Z      P,06/16/25,11:59,576-58705,37820-5BA-A67,Modern Parts Co,,ADD,0,306.56,,6,143825NISAAC,,SPORD,,,,,HP37820-5BA-A67
Delta Dealer,HP, ,  BY     P,06/16/25,13:16,576-87604,76730-TG4-T01,"BLADE, WSW (250MM)",,SLS,1,12.53,20.99,12,144285BRIVER,FAKE_71,220,301595,144285,100,,HP76730-TG4-T01
Delta Dealer,HP,,,06/16/25,13:25,577-11966,11602522,CLIP,IO,PUR,8,6.64,0.00,6,141328DMILLE,FAKE_80,,117027,254459,,,HP11602522
Delta Dealer,HP,,,06/16/25,10:27,577-32789,08718-0004-50,Modern Cars,,SLS,1,0.14,0.24,6,18927THELMS,FAKE_79,SPORD,278,103226,597236,,HP08718-0004-50
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,577-34173,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.81,12,144626IMUNOZ,FAKE_81,CTR,145747,577572,12050,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,08:40,577-35191,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,143702WBLACK,FAKE_82,CTR,141866,143702,115474,,HP90471-PX4-000
Delta Dealer,HP,,,06/16/25,09:24,577-47960,5NN-853-671-D-9B9,GRILLE,IO,PUR,1,81.54,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-853-671-D-9B9
Delta Dealer,HP, ,  CY     P,06/16/25,12:04,577-58705,72147-THR-AB1,FOB ASSY. (DRIVER 1),,SLS,1,36.33,107.36,6,143825NISAAC,FAKE_57,SPORD,455515,143825,589233,,HP72147-THR-AB1
Delta Dealer,HP, ,  AY     P,06/16/25,13:16,577-87604,72148-SLJ-000,BATTERY (CR2032),,SLS,1,3.60,6.10,12,144285BRIVER,FAKE_71,195B,301595,144285,100,,HP72148-SLJ-000
Delta Dealer,HP,,,06/16/25,13:25,578-11966,11611049,NUT,IO,SLS,8,4.97,7.58,6,141328DMILLE,FAKE_80,,117027,254459,477714,,HP11611049
Delta Dealer,HP, ,  AY     P,06/16/25,10:28,578-32789,06531-T20-305,"KIT, G/BOX ASSY STRG",S,RV,-1,5.56,9.61,1,18927THELMS,FAKE_74,161,455515,103226,233673,,HP06531-T20-305
Delta Dealer,HP,,,06/16/25,08:26,578-34173,FAKE_1,0W20VAL/MAXLIFE,,SLS,5,2.52,5.34,18,144626IMUNOZ,FAKE_81,BULK,145747,577572,12050,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,08:44,578-35191,31500-SR1-100M,*31500-SR1-100MS,,SLS,1,109.16,173.27,55,143702WBLACK,FAKE_5,RACK,571852,143702,219757,,HP31500-SR1-100M
Delta Dealer,HP,,,06/16/25,09:24,578-47960,5NL-941-006,LAMP,IO,SLS,1,455.00,464.48,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NL-941-006
Delta Dealer,HP, ,  BY     P,06/16/25,12:22,578-58705,91207-P7Z-003,OIL SEAL (44X68X8),SP,SLS,1,9.82,13.20,6,143825NISAAC,463652,SPORD,,143825,546123,City Cars,HP91207-P7Z-003
Delta Dealer,HP, ,  C      P,06/16/25,13:18,578-87604,42751-ADV-518,TIRE 235/60R18,,ADD,0,114.80,,11,144285BRIVER,,SPORD,,,,,HP42751-ADV-518
Delta Dealer,HP,,,06/16/25,13:25,579-11966,11611049,NUT,IO,PUR,8,4.97,0.00,6,141328DMILLE,FAKE_80,,117027,254459,,,HP11611049
Delta Dealer,HP, ,  A      A,06/16/25,10:59,579-32789,08U45-3A0-100,"TRAY, CARGO",,VOID,-1,79.60,135.00,7,18927THELMS,463645,753C,,143702,IT000082,T000082,HP08U45-3A0-100
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,579-34173,17220-5LA-A00,"ELEMENT, AIR CLEANER",,SLS,1,18.15,27.67,12,144626IMUNOZ,FAKE_81,200,145747,577572,12050,,HP17220-5LA-A00
Delta Dealer,HP, ,  AY     P,06/16/25,08:44,579-35191,31500-SR1-100M,*31500-SR1-100MS,RC,CM,-1,16.00,16.00,55,143702WBLACK,FAKE_5,RACK,571852,143702,219757,,HP31500-SR1-100M
Delta Dealer,HP,,,06/16/25,09:24,579-47960,5NL-941-006,LAMP,IO,PUR,1,455.00,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NL-941-006
Delta Dealer,HP, ,  AY     P,06/16/25,12:27,579-58705,06170-TBA-306,"KIT, FUEL PUMP",,SLS,1,33.65,58.18,6,143825NISAAC,FAKE_83,162,140746,143825,540493,,HP06170-TBA-306
Delta Dealer,HP, ,  C      P,06/16/25,13:18,579-87604,42751-ADV-518,TIRE 235/60R18,SP,SLS,4,114.80,136.06,11,144285BRIVER,FAKE_71,SPORD,301595,144285,100,,HP42751-ADV-518
Delta Dealer,HP, ,  Z      P,06/16/25,13:25,580-11966,11569683,BOLT ASM-HEX HEAD W/,IO,SLS,2,5.09,7.77,6,141328DMILLE,FAKE_80,,117027,254459,477714,,HP11569683
Delta Dealer,HP, ,  A      A,06/16/25,10:59,580-32789,08P17-3A0-110A,CHARLES HALL,,VOID,-1,122.40,206.00,7,18927THELMS,463645,564D,,143702,IT000082,T000082,HP08P17-3A0-110A
Delta Dealer,HP, ,  AY     P,06/16/25,08:26,580-34173,80292-SDA-407,ELEMENT,,SLS,1,17.11,42.55,12,144626IMUNOZ,FAKE_81,228,145747,577572,12050,,HP80292-SDA-407
Delta Dealer,HP, ,  BY     P,06/16/25,08:48,580-35191,36160-TG8-A63,"CAMERA, MONOCULAR",,SLS,1,686.90,1238.42,5,143702WBLACK,FAKE_84,537,455515,143702,545266,,HP36160-TG8-A63
Delta Dealer,HP,,,06/16/25,09:24,580-47960,5NA-821-106,FENDER,IO,SLS,1,245.23,323.57,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NA-821-106
Delta Dealer,HP, ,  AY     P,06/16/25,12:31,580-58705,15400-PLM-A02,"FILTER, OIL",,SLS,2,5.62,7.59,12,143825NISAAC,463654,301,,143825,215009,,HP15400-PLM-A02
Delta Dealer,HP, ,  C      P,06/16/25,13:19,580-87604,42751-ADV-518,TIRE 235/60R18,SP,RV,-4,114.80,136.06,11,144285BRIVER,FAKE_71,SPORD,301595,144285,100,,HP42751-ADV-518
Delta Dealer,HP, ,  Z      P,06/16/25,13:25,581-11966,11569683,BOLT ASM-HEX HEAD W/,IO,PUR,2,5.09,0.00,6,141328DMILLE,FAKE_80,,117027,254459,,,HP11569683
Delta Dealer,HP, ,  C      P,06/16/25,12:19,581-32789,90671-TGG-004,Liberty Supply,S,RV,-1,7.75,14.92,6,18927THELMS,FAKE_85,SPORD,6728,143825,322100,,HP90671-TGG-004
Delta Dealer,HP, ,  AY     P,06/16/25,08:51,581-34173,15115-P8A-A01,"GASKET, OIL HOLE",,SLS,1,2.81,15.35,1,144626IMUNOZ,FAKE_86,190E,141903,577572,185467,,HP15115-P8A-A01
Delta Dealer,HP, ,  AY     P,06/16/25,09:23,581-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,10.52,12,143702WBLACK,FAKE_87,301,141903,143702,540262,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:24,581-47960,5NA-821-106,FENDER,IO,PUR,1,245.23,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NA-821-106
Delta Dealer,HP, ,  AY     P,06/16/25,12:31,581-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,2,0.38,0.60,12,143825NISAAC,463654,CTR,,143825,215009,,HP94109-14000
Delta Dealer,HP, ,  C      P,06/16/25,13:19,581-87604,42751-ADV-518,TIRE 235/60R18,SP,SLS,4,114.80,154.00,11,144285BRIVER,FAKE_71,SPORD,301595,144285,100,,HP42751-ADV-518
Delta Dealer,HP,,,06/16/25,13:25,582-11966,84741675,STRIP,IO,SLS,1,79.61,115.39,6,141328DMILLE,FAKE_80,,117027,254459,477714,,HP84741675
Delta Dealer,HP, ,  C      P,06/16/25,12:32,582-32789,42751-IRO-506,TIRE 245/60R18,,ADD,0,105.80,,11,18927THELMS,,SPORD,,,,,HP42751-IRO-506
Delta Dealer,HP, ,  AY     P,06/16/25,08:51,582-34173,15302-5G0-A00,GASKET,,SLS,1,5.72,24.88,2,144626IMUNOZ,FAKE_86,190F,141903,577572,185467,,HP15302-5G0-A00
Delta Dealer,HP, ,  AY     P,06/16/25,09:23,582-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.72,12,143702WBLACK,FAKE_87,CTR,141903,143702,540262,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:24,582-47960,5NN-854-732-A-9B9,Quality Components,IO,SLS,1,68.59,70.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-854-732-A-9B9
Delta Dealer,HP, ,  AY     P,06/16/25,12:54,582-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,4.32,12,143825NISAAC,FAKE_88,301,129968,143825,309107,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:43,582-87604,W714040-S300,PIN,IO,SLS,14,2.44,13.59,6,144285BRIVER,FAKE_89,,140059,577572,440217,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:25,583-11966,84741675,STRIP,IO,PUR,1,79.61,0.00,6,141328DMILLE,FAKE_80,,117027,254459,,,HP84741675
Delta Dealer,HP, ,  AY     P,06/16/25,12:41,583-32789,75390-TG7-A01,"GARNISH, R. RR.",,SLS,1,24.11,26.52,4,18927THELMS,FAKE_90,185,119428,103226,337533,,HP75390-TG7-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:51,583-34173,91212-5MR-A01,OIL SEAL (41X56X7),,SLS,1,8.55,36.20,1,144626IMUNOZ,FAKE_86,228H,141903,577572,185467,,HP91212-5MR-A01
Delta Dealer,HP,,,06/16/25,09:23,583-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,4.70,18,143702WBLACK,FAKE_87,BULK,141903,143702,540262,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:24,583-47960,5NN-854-732-A-9B9,Quality Components,IO,PUR,1,68.59,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-854-732-A-9B9
Delta Dealer,HP, ,  AY     P,06/16/25,12:54,583-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.31,12,143825NISAAC,FAKE_88,CTR,129968,143825,309107,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:43,583-87604,W714040-S300,PIN,IO,PUR,14,2.44,0.00,6,144285BRIVER,FAKE_89,,140059,577572,,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:34,584-11966,51-14-1-807-495,GROMMET,IO,SLS,2,0.71,0.89,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-14-1-807-495
Delta Dealer,HP, ,  AY     P,06/16/25,12:41,584-32789,75390-TG7-A01,"GARNISH, R. RR.",,RV,-1,24.11,26.52,4,18927THELMS,FAKE_90,185,119428,103226,337533,,HP75390-TG7-A01
Delta Dealer,HP, ,  AY     P,06/16/25,08:51,584-34173,15221-RYE-A01,O-RING,,SLS,1,2.93,15.92,1,144626IMUNOZ,FAKE_86,190F,141903,577572,185467,,HP15221-RYE-A01
Delta Dealer,HP,,,06/16/25,09:28,584-35191,Trust Supply,,,SLS,1,0.01,2.05,6,143702WBLACK,FAKE_86,SPORD,141903,143702,185467,,Prime Parts Ltd
Delta Dealer,HP,,,06/16/25,09:24,584-47960,5NN-807-050,PIECE,IO,SLS,1,13.09,19.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-807-050
Delta Dealer,HP,,,06/16/25,12:54,584-58705,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,1.92,18,143825NISAAC,FAKE_88,BULK,129968,143825,309107,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:43,584-87604,W714040-S300,PIN,IO,RV,-14,2.44,13.59,6,144285BRIVER,FAKE_89,,140059,577572,440217,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:34,585-11966,51-14-1-807-495,GROMMET,IO,PUR,2,0.71,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP51-14-1-807-495
Delta Dealer,HP, ,  AY     P,06/16/25,12:57,585-32789,15400-PLM-A02,"FILTER, OIL",,RV,-1,5.62,13.79,12,18927THELMS,FAKE_92,301,141903,143702,141150,,HP15400-PLM-A02
Delta Dealer,HP, ,+ BY     P,06/16/25,08:51,585-34173,91333-PNA-003,O-RING (15X1.9),,SLS,1,1.98,11.41,3,144626IMUNOZ,FAKE_86,229B,141903,577572,185467,,HP91333-PNA-003
Delta Dealer,HP, ,  AY     P,06/16/25,09:32,585-35191,31500-SR1-100M,*31500-SR1-100MS,,SLS,1,109.16,173.27,55,143702WBLACK,FAKE_93,RACK,129968,143702,173992,,HP31500-SR1-100M
Delta Dealer,HP,,,06/16/25,09:24,585-47960,5NN-807-050,PIECE,IO,PUR,1,13.09,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-807-050
Delta Dealer,HP, ,  AY     P,06/16/25,13:15,585-58705,15400-PLM-A02,"FILTER, OIL",,RV,-1,5.62,10.52,12,143825NISAAC,FAKE_94,301,129968,577572,102799,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:43,585-87604,W714040-S300,PIN,IO,PUR,-14,2.44,0.00,6,144285BRIVER,FAKE_89,,140059,577572,,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:34,586-11966,66-20-9-283-203,RING,IO,SLS,2,3.70,4.62,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP66-20-9-283-203
Delta Dealer,HP, ,  AY     P,06/16/25,12:57,586-32789,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,9.46,12,18927THELMS,FAKE_92,301,141903,143702,141150,,HP15400-PLM-A02
Delta Dealer,HP, ,  A      P,06/16/25,08:51,586-34173,08718-0004,Best Auto,,SLS,1,8.60,16.06,9,144626IMUNOZ,FAKE_86,195,141903,577572,185467,,HP08718-0004
Delta Dealer,HP, ,  AY     P,06/16/25,09:32,586-35191,31500-SR1-100M,*31500-SR1-100MS,RC,CM,-1,16.00,16.00,55,143702WBLACK,FAKE_93,RACK,129968,143702,173992,,HP31500-SR1-100M
Delta Dealer,HP,,,06/16/25,09:24,586-47960,5NN-853-666-C-041,GRILLE,IO,SLS,1,64.00,70.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-853-666-C-041
Delta Dealer,HP, ,  AY     P,06/16/25,13:15,586-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,6.18,12,143825NISAAC,FAKE_94,301,129968,577572,102799,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:43,586-87604,W714040-S300,PIN,IO,SLS,14,2.44,3.25,6,144285BRIVER,FAKE_89,,140059,577572,440217,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:34,587-11966,66-20-9-283-203,RING,IO,PUR,2,3.70,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP66-20-9-283-203
Delta Dealer,HP, ,  AY     P,06/16/25,12:57,587-32789,94109-14000,"WASHER, DRAIN (14MM)",,RV,-1,0.38,0.93,12,18927THELMS,FAKE_92,CTR,141903,143702,141150,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,08:56,587-34173,17220-5J6-A10,"ELEMENT, AIR CLEANER",,SLS,1,19.12,27.67,12,144626IMUNOZ,FAKE_39,200,121058,577572,134076,,HP17220-5J6-A10
Delta Dealer,HP, ,  AY     P,06/16/25,09:35,587-35191,42751-BRI-126,TIRE (235/60R18),,SLS,4,151.95,187.95,11,143702WBLACK,FAKE_95,400TIR,141903,143702,387383,,HP42751-BRI-126
Delta Dealer,HP,,,06/16/25,09:24,587-47960,5NN-853-666-C-041,GRILLE,IO,PUR,1,64.00,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-853-666-C-041
Delta Dealer,HP, ,  AY     P,06/16/25,13:15,587-58705,94109-14000,"WASHER, DRAIN (14MM)",,RV,-1,0.38,0.72,12,143825NISAAC,FAKE_94,CTR,129968,577572,102799,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:43,587-87604,W714040-S300,PIN,IO,PUR,14,2.44,0.00,6,144285BRIVER,FAKE_89,,140059,577572,,,HPW714040-S300
Delta Dealer,HP,,,06/16/25,13:34,588-11966,71-22-8-655-034,LABEL,IO,SLS,1,16.03,20.04,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP71-22-8-655-034
Delta Dealer,HP, ,  AY     P,06/16/25,12:57,588-32789,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.73,12,18927THELMS,FAKE_92,CTR,141903,143702,141150,,HP94109-14000
Delta Dealer,HP, ,  AY     P,06/16/25,08:56,588-34173,80291-TF3-E01,"ELEMENT, FILTER",,SLS,1,17.55,42.55,12,144626IMUNOZ,FAKE_39,227,121058,577572,134076,,HP80291-TF3-E01
Delta Dealer,HP, ,  AY     P,06/16/25,09:35,588-35191,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,13.79,12,143702WBLACK,FAKE_95,301,141903,143702,387383,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,09:24,588-47960,5NN-854-662-9B9,GRILLE,IO,SLS,1,147.88,150.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-854-662-9B9
Delta Dealer,HP, ,  AY     P,06/16/25,13:15,588-58705,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.42,12,143825NISAAC,FAKE_94,CTR,129968,577572,102799,,HP94109-14000
Delta Dealer,HP,,,06/16/25,13:44,588-87604,W712196-S300,PIN,IO,SLS,9,2.44,3.25,6,144285BRIVER,FAKE_89,,140059,577572,440217,,HPW712196-S300
Delta Dealer,HP,,,06/16/25,13:34,589-11966,71-22-8-655-034,LABEL,IO,PUR,1,16.03,0.00,6,141328DMILLE,FAKE_91,,117027,254459,,,HP71-22-8-655-034
Delta Dealer,HP,,,06/16/25,12:57,589-32789,FAKE_1,0W20VAL/MAXLIFE,S,RV,-4,2.52,6.18,18,18927THELMS,FAKE_92,BULK,141903,143702,141150,,HPSAE020
Delta Dealer,HP, ,  AY     P,06/16/25,08:56,589-34173,90471-PX4-000,"WASHER, DRAIN (18MM)",,SLS,1,3.71,8.81,12,144626IMUNOZ,FAKE_39,CTR,121058,577572,134076,,HP90471-PX4-000
Delta Dealer,HP, ,  AY     P,06/16/25,09:35,589-35191,94109-14000,"WASHER, DRAIN (14MM)",,SLS,1,0.38,0.93,12,143702WBLACK,FAKE_95,CTR,141903,143702,387383,,HP94109-14000
Delta Dealer,HP,,,06/16/25,09:24,589-47960,5NN-854-662-9B9,GRILLE,IO,PUR,1,147.88,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NN-854-662-9B9
Delta Dealer,HP,,,06/16/25,13:15,589-58705,FAKE_1,0W20VAL/MAXLIFE,S,RV,-6,2.52,4.70,18,143825NISAAC,FAKE_94,BULK,129968,577572,102799,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:44,589-87604,W712196-S300,PIN,IO,PUR,9,2.44,0.00,6,144285BRIVER,FAKE_89,,140059,577572,,,HPW712196-S300
Delta Dealer,HP,,,06/16/25,13:34,590-11966,51-77-7-171-004,RIVET,IO,SLS,16,1.15,1.44,6,141328DMILLE,FAKE_91,SPORD,117027,254459,596788,,HP51-77-7-171-004
Delta Dealer,HP,,,06/16/25,12:57,590-32789,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,5.26,18,18927THELMS,FAKE_92,BULK,141903,143702,141150,,HPSAE020
Delta Dealer,HP, ,+ AY     P,06/16/25,08:56,590-34173,94109-20000,"WASHER, DRAIN (20MM)",,SLS,1,0.82,3.51,12,144626IMUNOZ,FAKE_39,CTR,121058,577572,134076,,HP94109-20000
Delta Dealer,HP,,,06/16/25,09:35,590-35191,FAKE_1,0W20VAL/MAXLIFE,,SLS,4,2.52,6.18,18,143702WBLACK,FAKE_95,BULK,141903,143702,387383,,HPSAE020
Delta Dealer,HP,,,06/16/25,09:24,590-47960,5NL-941-700,LAMP,IO,SLS,1,114.80,119.65,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NL-941-700
Delta Dealer,HP,,,06/16/25,13:15,590-58705,FAKE_1,0W20VAL/MAXLIFE,,SLS,6,2.52,2.78,18,143825NISAAC,FAKE_94,BULK,129968,577572,102799,,HPSAE020
Delta Dealer,HP,,,06/16/25,13:34,591-11966,51-77-7-171-004,RIVET,IO,PUR,16,1.15,0.00,6,141328DMILLE,FAKE_91,SPORD,117027,254459,,,HP51-77-7-171-004
Delta Dealer,HP, ,  Z      P,06/16/25,12:57,591-32789,FS020-BAS-N0L,"OIL, FULLSYN (0W20)",,SLS,4,2.98,5.16,18,18927THELMS,FAKE_92,BULK,141903,143702,141150,,HPFS020-BAS-N0L
Delta Dealer,HP, ,  AY     P,06/16/25,08:56,591-34173,90471-59C-000,GASKET (10MM),,SLS,1,2.95,16.01,6,144626IMUNOZ,FAKE_39,228D,121058,577572,134076,,HP90471-59C-000
Delta Dealer,HP, ,  AY     P,06/16/25,09:36,591-35191,42753-SB8-661,"VALVE, RIM",,SLS,4,1.03,6.89,1,143702WBLACK,FAKE_95,CTR,141903,143702,387383,,HP42753-SB8-661
Delta Dealer,HP,,,06/16/25,09:24,591-47960,5NL-941-700,LAMP,IO,PUR,1,114.80,0.00,6,141328DMILLE,FAKE_78,,112803,296430,,,HP5NL-941-700
Delta Dealer,HP, ,  AY     P,06/16/25,13:27,591-58705,15400-PLM-A02,"FILTER, OIL",,SLS,1,5.62,5.65,12,143825NISAAC,FAKE_96,301,6728,143825,588188,,HP15400-PLM-A02
Delta Dealer,HP,,,06/16/25,13:34,592-11966,51-12-5-A3F-538,KIT,IO,SLS,1,27.17,33.96,6,141328DMILLE,FAKE_91,,117027,254459,596788,,HP51-12-5-A3F-538
Delta Dealer,HP,,,06/16/25,12:57,592-32789,FAKE_1,0W20VAL/MAXLIFE,S,RV,-4,2.52,5.26,18,18927THELMS,FAKE_92,BULK,141903,143702,141150,,HPSAE020
Delta Dealer,HP, ,  B      P,06/16/25,08:56,592-34173,08200-9015,ATF-TYPE 2.0,,SLS,5,7.90,14.83,9,144626IMUNOZ,FAKE_39,309,121058,577572,134076,,HP08200-9015
Delta Dealer,HP, ,  Z      P,06/16/25,09:46,592-35191,33100-THR-A42,"HEADLIGHT ASSY., R.",,SLS,1,480.24,830.33,6,143702WBLACK,FAKE_97,SPORD,6728,143702,562705,,HP33100-THR-A42
Delta Dealer,HP,,,06/16/25,09:24,592-47960,5NN-854-731-A-9B9,Quality Components,IO,SLS,1,62.34,70.00,6,141328DMILLE,FAKE_78,,112803,296430,383850,,HP5NN-854-731-A-9B9
